ID_Prestamo,ID_Cliente,Ciudad,Region,Monto_Prestamo,Tasa_Interes_Anual,Garantia,Valor_Garantia,Fecha_Inicio,Fecha_Termino,Saldo_Pendiente,Estado_Pago,Tiempo en Meses del prest,Tiene_Atrasos,Estado,Ingresos_Mensuales,Nivel_Educativo,Tipo_Contrato,Antiguedad_Laboral_A̱os,Numero_Creditos_Activos,Score_Crediticio,Duracion_Prestamo_Dias,Riesgo
275,61,14,2,24590.09,5.71,1,80000,738578,739094,12121.71,1,16,0,0,525803,1,3,1,3,434,516,0
277,72,28,6,7953.66,13.73,9,150000,737812,738573,0,0,41,0,0,516383,1,3,5,9,859,761,0
278,86,25,4,4746.95,13.61,14,180000,737674,737886,0,0,45,0,0,750318,2,3,7,3,359,212,0
279,28,21,4,6107.74,6.92,14,180000,738120,738666,0,0,31,0,0,435738,3,3,7,2,676,546,0
280,22,11,3,23546.84,12.57,17,150000,738534,739204,0,0,17,0,0,409557,2,2,0,7,875,670,0
281,57,3,2,40606.49,13.5,15,30000,738347,739140,0,0,23,0,0,499672,2,1,0,3,931,793,0
282,192,1,1,32706.22,7.94,15,30000,737560,738321,0,0,49,0,0,732207,2,3,5,8,863,761,0
283,135,32,1,19453.79,11.66,19,100000,737708,738530,620.13,2,44,1,1,361645,2,3,8,3,979,822,1
284,156,22,3,13206.24,12.16,16,60000,738474,739235,4035.79,1,19,0,0,485345,3,2,1,4,373,761,0
285,58,4,2,18987.51,12.26,11,100000,737983,738348,1007.45,2,35,1,1,636279,2,2,3,8,426,365,1
286,82,19,5,11672.73,11.33,17,150000,738103,738954,2680.09,2,31,1,2,958776,2,1,5,7,573,851,1
287,52,11,3,41718.04,11.99,4,50000,737608,737851,0,0,47,0,0,366473,1,1,0,1,599,243,0
288,135,32,1,22682.01,7.15,7,200000,737955,738200,17219.15,2,36,1,1,361645,2,3,8,3,979,245,1
289,118,26,2,20694.66,8.3,17,150000,738094,738671,5075.11,2,32,1,1,569415,2,3,6,7,967,577,1
290,72,28,6,16497.47,5.9,3,90000,738594,739113,3904.61,1,15,0,0,516383,1,3,5,9,859,519,0
291,144,12,1,18323.47,7.35,11,100000,737533,737808,0,0,50,0,0,998364,3,3,8,6,661,275,0
292,108,13,4,7193.97,13.81,2,2000,737881,738702,0,0,38,0,0,840394,1,1,7,1,725,821,0
293,181,31,5,31396.03,11.15,3,90000,738303,738579,14786.18,2,25,1,1,518867,2,1,8,2,439,276,1
294,148,5,1,5769.65,10.12,4,50000,738421,739305,0,0,21,0,0,453472,2,1,8,5,929,884,0
295,140,26,2,32293.71,7.58,18,5000,737896,738140,0,0,38,0,0,690232,2,3,6,5,766,244,0
296,194,24,2,40465.97,14.55,2,2000,737581,737764,0,0,48,0,0,920975,3,3,5,9,289,183,0
297,165,28,6,24495.22,7.63,6,75000,737926,738352,0,0,37,0,0,545991,2,2,9,3,618,426,0
298,141,22,3,11069.5,5.15,15,30000,738208,739059,0,0,28,0,0,824078,2,1,9,9,835,851,0
299,199,13,4,12817.15,14,19,100000,738614,739133,0,0,14,0,0,817493,1,2,9,6,857,519,0
302,5,29,4,10549.67,11.84,14,180000,737481,737906,0,0,52,0,0,648082,3,3,8,8,685,425,0
303,79,3,2,27864.95,9.73,3,90000,738305,738823,0,0,25,0,0,408683,3,2,2,8,288,518,0
304,52,11,3,23776.52,12.88,3,90000,738709,739259,0,0,11,0,0,366473,1,1,0,1,599,550,0
305,147,9,1,46078.66,7.03,19,100000,737663,738240,13741.53,2,46,1,1,768111,3,2,9,8,535,577,1
307,75,7,1,42931.81,11.94,18,5000,738593,738959,13556.32,2,15,1,2,429184,3,3,4,5,716,366,1
308,127,9,1,28423.64,12.29,13,80000,738648,739440,0,0,13,0,0,735900,3,3,2,9,810,792,0
309,31,4,2,6993.34,10.18,9,150000,737549,738432,578.66,2,49,1,1,609535,2,3,9,2,654,883,1
310,80,9,1,7302.71,6.38,10,200000,738429,738825,3413.46,2,20,1,1,844245,1,2,8,5,821,396,1
311,61,14,2,3328.08,6.95,8,120000,738210,738483,1475.93,2,28,1,1,525803,1,3,1,3,434,273,1
312,75,7,1,22625.99,12.74,3,90000,738368,739068,0,0,22,0,0,429184,3,3,4,5,716,700,0
313,67,18,1,36206.23,13.01,13,80000,737836,738201,1042.04,2,40,1,1,856982,2,1,1,8,795,365,1
314,145,13,4,32950.45,11.81,12,1000,737758,738214,0,0,43,0,0,680964,3,1,0,5,705,456,0
315,131,26,2,13464.21,9.83,2,2000,738431,739101,9121.73,1,20,0,0,577811,1,1,2,3,595,670,0
316,73,16,3,36528.18,13.49,4,50000,738468,739350,0,0,19,0,0,757195,1,2,4,7,410,882,0
317,193,23,7,47846.14,10.94,17,150000,738392,739184,0,0,22,0,0,500090,2,3,1,9,425,792,0
318,145,13,4,34222.84,14.05,11,100000,738337,739130,12894.82,1,23,0,0,680964,3,1,0,5,705,793,0
319,25,19,5,42143.67,12.05,7,200000,738287,738683,0,0,25,0,0,912798,1,3,5,4,506,396,0
320,199,13,4,15361.14,9.75,9,150000,737861,738226,0,0,39,0,0,817493,1,2,9,6,857,365,0
321,80,9,1,27015.3,10.15,8,120000,738857,739254,24354.06,1,6,0,0,844245,1,2,8,5,821,397,0
322,106,11,3,42790.15,11.26,6,75000,737681,737954,0,0,45,0,0,876178,3,1,7,1,889,273,0
323,123,20,6,47477.73,14.28,5,3000,737592,737896,0,0,48,0,0,814475,2,2,8,7,524,304,0
324,78,27,6,39481.68,10.87,17,150000,738466,739044,0,0,19,0,0,993994,1,3,7,5,357,578,0
325,13,15,4,45857.43,11.01,3,90000,738347,738651,3316.02,2,23,1,1,683426,1,1,9,9,371,304,1
326,15,2,1,27523.46,7.95,19,100000,738459,738763,0,0,20,0,0,971449,1,1,1,5,662,304,0
327,181,31,5,47503.23,6.31,6,75000,738319,739080,0,0,24,0,0,518867,2,1,8,2,439,761,0
328,59,29,4,3120.34,14.03,17,150000,738367,739251,0,0,23,0,0,848045,2,1,3,7,869,884,0
329,32,32,1,41625.23,11.75,16,60000,738277,739008,0,0,25,0,0,391551,2,3,0,1,413,731,0
330,6,25,4,11182.36,10.49,10,200000,738065,738430,1163.3,2,32,1,1,697768,3,1,1,4,736,365,1
331,135,32,1,12623.98,12.97,12,1000,738495,739196,3390.09,1,18,0,0,361645,2,3,8,3,979,701,0
333,61,14,2,11331.86,7.62,11,100000,737545,738214,7633.68,2,50,1,1,525803,1,3,1,3,434,669,1
334,108,13,4,15397.33,13.21,11,100000,737683,738443,11976.49,2,45,1,1,840394,1,1,7,1,725,760,1
336,200,5,1,41466.39,7.44,15,30000,738450,739212,344.51,1,20,0,0,996677,1,3,4,2,375,762,0
337,83,26,2,14313.08,11.82,17,150000,737922,738440,11567.11,2,37,1,1,370582,3,2,8,2,463,518,1
338,123,20,6,38496.04,8.81,17,150000,738172,738933,0,0,29,0,0,814475,2,2,8,7,524,761,0
339,10,2,1,44531.97,11.23,11,100000,737831,738073,26040.02,2,40,1,1,439683,1,2,2,8,327,242,1
341,158,15,4,2645.11,13.18,11,100000,737932,738328,0,0,37,0,0,547953,1,1,8,8,629,396,0
342,140,26,2,27005.67,9.85,15,30000,738668,739522,0,0,13,0,0,690232,2,3,6,5,766,854,0
343,120,23,7,1494.84,5.58,16,60000,738634,739365,1159.06,1,14,0,0,755415,2,2,0,3,940,731,0
344,172,25,4,7028.31,13.56,7,200000,738239,739123,6212.9,1,27,0,0,512443,3,2,7,7,381,884,0
346,4,1,1,10342.73,14.31,18,5000,738653,738958,0,0,13,0,0,471483,1,1,0,4,631,305,0
347,163,8,2,40403.86,9.48,19,100000,738299,738695,19935.49,2,25,1,1,795745,2,3,2,6,806,396,1
348,57,3,2,18962.17,6.75,14,180000,737913,738827,2962.28,2,37,1,1,499672,2,1,0,3,931,914,1
350,172,25,4,45218.45,13.39,3,90000,738780,739023,0,0,9,0,0,512443,3,2,7,7,381,243,0
351,16,15,4,2670.37,13.61,17,150000,738747,739356,2165.04,1,10,0,0,520708,3,2,3,6,698,609,0
352,54,9,1,33240.61,14.44,3,90000,738377,739108,0,0,22,0,0,727358,2,2,2,9,472,731,0
355,22,11,3,6196.85,10.59,13,80000,737987,738291,0,0,35,0,0,409557,2,2,0,7,875,304,0
356,116,15,4,32545.11,9.5,5,3000,738068,738890,0,0,32,0,0,354208,3,1,4,7,851,822,0
357,95,29,4,33752.75,10.93,18,5000,738504,738931,0,0,18,0,0,480191,3,1,7,5,331,427,0
358,14,27,6,16999.65,5.49,8,120000,738402,738644,0,0,21,0,0,380722,3,1,3,8,700,242,0
359,174,16,3,12125.19,13.5,4,50000,737532,738019,0,0,50,0,0,890957,1,2,3,3,346,487,0
360,183,10,2,11428.27,5.14,19,100000,738822,739035,7464.34,2,8,1,2,576739,2,2,6,3,588,213,1
361,96,5,1,21803.86,8.69,3,90000,738279,739194,14943,1,25,0,0,712034,1,3,5,3,580,915,0
362,22,11,3,18698.32,5.99,16,60000,738739,739227,0,0,10,0,0,409557,2,2,0,7,875,488,0
363,175,3,2,17851.43,10.17,5,3000,737864,738139,0,0,39,0,0,962850,2,2,7,9,806,275,0
364,59,29,4,25979.24,14.55,2,2000,738484,739307,0,0,19,0,0,848045,2,1,3,7,869,823,0
365,97,15,4,33389.09,12.12,3,90000,738078,738869,17307.36,2,32,1,1,685928,3,2,0,8,942,791,1
366,81,7,1,24307.6,11.04,11,100000,738507,739359,0,0,18,0,0,933139,2,2,4,3,609,852,0
367,40,28,6,49007.72,6.74,6,75000,738611,738855,0,0,14,0,0,508600,3,2,7,9,744,244,0
369,137,18,1,13637.77,9.6,5,3000,738125,738611,11177.23,2,30,1,1,798090,2,3,9,9,245,486,1
370,25,19,5,41196.86,5.44,6,75000,737876,738606,0,0,39,0,0,912798,1,3,5,4,506,730,0
371,170,11,3,4175.07,13.4,12,1000,738015,738714,0,0,34,0,0,765152,2,3,4,3,300,699,0
372,50,9,1,14539.22,5.69,16,60000,737465,737708,0,0,52,0,0,540926,1,2,2,4,724,243,0
373,128,18,1,40459.39,9.45,14,180000,737432,738344,21278.65,2,53,1,1,350118,2,2,6,5,767,912,1
374,111,20,6,33181.71,13.54,5,3000,737740,738166,0,0,43,0,0,501732,1,3,4,8,937,426,0
375,161,19,5,17240.67,7.87,2,2000,737815,738300,0,0,41,0,0,765796,1,1,1,4,351,485,0
376,29,26,2,42941.89,13.1,19,100000,738452,738969,15382.04,2,20,1,2,701482,2,3,8,9,571,517,1
378,135,32,1,17706.48,9.14,16,60000,737937,738547,0,0,37,0,0,361645,2,3,8,3,979,610,0
379,148,5,1,34963.27,10.17,12,1000,737732,738339,8697.82,2,43,1,1,453472,2,1,8,5,929,607,1
380,89,26,2,36857.92,7.18,16,60000,738253,739075,0,0,26,0,0,538087,2,3,1,4,436,822,0
381,125,9,1,5718.74,10.92,4,50000,738289,739143,0,0,25,0,0,853670,3,3,1,5,985,854,0
382,187,20,6,30630.65,8.15,18,5000,738580,739372,11875.88,1,15,0,0,548056,3,2,2,1,760,792,0
383,102,13,4,22355.46,7.79,3,90000,738819,739732,0,0,8,0,0,594745,3,1,3,6,600,913,0
384,48,20,6,31041.85,7.99,12,1000,738688,738871,0,0,12,0,0,767388,3,2,5,9,824,183,0
385,160,12,1,31890.07,7.44,13,80000,738219,738494,20176.52,2,27,1,1,457259,1,1,7,6,567,275,1
386,26,2,1,27005.46,14.32,15,30000,738831,739289,10057.78,1,7,0,0,698383,2,1,8,2,303,458,0
387,156,22,3,14305.48,6.05,14,180000,737589,738472,610.13,2,48,1,1,485345,3,2,1,4,373,883,1
388,37,27,6,41195.45,10.34,16,60000,738543,738908,0,0,17,0,0,887286,2,1,8,7,880,365,0
389,131,26,2,18549.11,7.05,13,80000,738791,739310,0,0,9,0,0,577811,1,1,2,3,595,519,0
390,31,4,2,18174.89,13.7,6,75000,738843,739543,0,0,7,0,0,609535,2,3,9,2,654,700,0
391,41,28,6,15157.05,7.05,10,200000,738544,738787,0,0,17,0,0,844055,1,3,4,5,754,243,0
392,60,14,2,44159.29,5.22,5,3000,737896,738079,976.1,2,38,1,1,971310,2,1,2,9,953,183,1
393,50,9,1,18075.45,7.59,9,150000,738333,739156,9610.2,1,24,0,0,540926,1,2,2,4,724,823,0
394,69,24,2,25858.54,13.54,9,150000,738796,739709,10031.69,1,8,0,0,800309,1,2,0,1,631,913,0
395,21,15,4,46065.32,12.34,12,1000,738499,738681,23138.84,2,18,1,1,973024,2,2,8,9,982,182,1
396,57,3,2,36642.88,9.06,14,180000,737827,738495,20693.29,2,40,1,1,499672,2,1,0,3,931,668,1
397,34,33,2,6325.93,6.27,14,180000,737943,738369,0,0,36,0,0,901014,2,2,5,7,932,426,0
398,124,11,3,22510.6,8.81,10,200000,738511,738907,11408.34,2,18,1,1,424960,2,1,8,8,317,396,1
399,182,13,4,19345.38,12.1,8,120000,737438,738138,7580.57,2,53,1,1,825696,1,2,6,6,270,700,1
401,32,32,1,24693.04,14.8,13,80000,738302,738606,0,0,25,0,0,391551,2,3,0,1,413,304,0
403,101,2,1,34208.28,7.09,15,30000,738884,739585,7160.27,1,6,0,0,797889,2,3,8,3,538,701,0
404,109,2,1,1078.86,11.97,14,180000,738256,738865,414.98,2,26,1,1,391897,3,1,9,9,401,609,1
405,104,24,2,13268.82,13.28,13,80000,737999,738791,10843.32,2,35,1,1,524987,2,1,3,4,714,792,1
406,191,16,3,40366.55,9.14,14,180000,738119,738392,0,0,31,0,0,939400,1,3,1,2,287,273,0
407,121,25,4,19863.86,7.83,13,80000,738148,738634,0,0,30,0,0,667092,3,1,0,4,971,486,0
408,123,20,6,42599.32,7.51,1,80000,737996,738514,0,0,35,0,0,814475,2,2,8,7,524,518,0
409,62,7,1,2819.56,9.93,14,180000,737729,738245,1976.59,2,44,1,1,537982,3,1,8,1,970,516,1
410,160,12,1,41922.7,9.78,6,75000,738095,738946,0,0,31,0,0,457259,1,1,7,6,567,851,0
411,98,22,3,40431.29,5.36,2,2000,738740,739532,0,0,10,0,0,662965,1,2,3,2,837,792,0
412,104,24,2,25924.68,8.54,17,150000,738563,738988,17648.91,2,16,1,2,524987,2,1,3,4,714,425,1
413,98,22,3,48971.47,14.41,3,90000,738255,738499,0,0,26,0,0,662965,1,2,3,2,837,244,0
414,179,14,2,44062.28,7.01,19,100000,738575,738909,0,0,16,0,0,354771,3,1,0,6,503,334,0
415,10,2,1,7882.79,11.25,1,80000,738882,739310,6366.58,1,6,0,0,439683,1,2,2,8,327,428,0
416,36,21,4,5416.41,8.4,3,90000,737807,738172,0,0,41,0,0,999664,2,3,9,9,338,365,0
417,50,9,1,47101.8,5.91,15,30000,738092,738396,1372.25,2,32,1,1,540926,1,2,2,4,724,304,1
418,97,15,4,17198.27,8.25,17,150000,737943,738308,0,0,36,0,0,685928,3,2,0,8,942,365,0
419,78,27,6,38379.46,11.14,18,5000,737464,737677,0,0,52,0,0,993994,1,3,7,5,357,213,0
420,21,15,4,22239.6,8.94,1,80000,737856,738131,0,0,39,0,0,973024,2,2,8,9,982,275,0
421,2,16,3,27526.03,15,5,3000,738876,739363,0,0,6,0,0,543356,2,2,7,8,476,487,0
422,22,11,3,48059.7,14.23,17,150000,738114,738418,0,0,31,0,0,409557,2,2,0,7,875,304,0
423,9,28,6,28452.32,9.09,17,150000,737870,738266,14004.51,2,39,1,1,651177,1,1,8,4,437,396,1
424,38,26,2,32078.72,13.4,14,180000,738519,738884,94.66,2,18,1,1,849245,3,1,0,6,648,365,1
425,155,29,4,34136.32,13.51,6,75000,737981,738377,19150.8,2,35,1,1,467555,2,2,0,4,309,396,1
426,154,14,2,10881.36,13.85,16,60000,738566,739447,0,0,16,0,0,548219,1,1,4,7,828,881,0
427,75,7,1,21352.18,6.69,3,90000,738849,739307,2218.45,1,7,0,0,429184,3,3,4,5,716,458,0
428,199,13,4,26436.46,7.57,11,100000,737544,738214,0,0,50,0,0,817493,1,2,9,6,857,670,0
429,15,2,1,36902.09,6.11,9,150000,738246,738672,11068.84,2,26,1,1,971449,1,1,1,5,662,426,1
430,70,21,4,9831.61,13.78,2,2000,738230,738809,0,0,27,0,0,518801,1,2,1,1,588,579,0
431,71,20,6,45176.19,9.48,15,30000,738338,738765,0,0,23,0,0,916624,2,3,4,1,419,427,0
432,190,17,4,30124.59,11.66,14,180000,738639,739339,0,0,14,0,0,991501,2,2,7,3,743,700,0
433,78,27,6,15293.76,11.27,11,100000,737455,737910,0,0,53,0,0,993994,1,3,7,5,357,455,0
434,28,21,4,49937.35,6.35,19,100000,738631,739484,0,0,14,0,0,435738,3,3,7,2,676,853,0
436,100,16,3,31930.48,5.95,14,180000,738582,739040,0,0,15,0,0,616447,2,2,6,6,432,458,0
437,58,4,2,35616.03,9.17,4,50000,737871,738511,0,0,39,0,0,636279,2,2,3,8,426,640,0
438,32,32,1,36348.51,14.75,11,100000,738123,738427,0,0,31,0,0,391551,2,3,0,1,413,304,0
439,120,23,7,3126.43,10.8,16,60000,738772,739138,1882.83,1,9,0,0,755415,2,2,0,3,940,366,0
440,192,1,1,27743.46,5.69,10,200000,737716,738112,25009.11,2,44,1,1,732207,2,3,5,8,863,396,1
441,71,20,6,16079.82,5.24,19,100000,737715,738203,0,0,44,0,0,916624,2,3,4,1,419,488,0
443,135,32,1,15922.07,9.77,15,30000,737593,738445,0,0,48,0,0,361645,2,3,8,3,979,852,0
444,115,16,3,30503.96,11.82,6,75000,738456,739310,0,0,20,0,0,544872,3,3,3,6,595,854,0
445,133,17,4,5345.01,5.42,5,3000,738827,739497,0,0,7,0,0,427465,3,3,0,4,754,670,0
446,176,2,1,49980.2,10.26,11,100000,737892,738226,0,0,38,0,0,722226,3,2,5,5,424,334,0
447,164,25,4,25804.61,11.26,17,150000,737541,738301,0,0,50,0,0,399064,1,1,7,6,932,760,0
448,50,9,1,30588.55,5.03,15,30000,737937,738667,0,0,37,0,0,540926,1,2,2,4,724,730,0
449,16,15,4,25248.1,7.42,6,75000,738566,739386,14493.85,1,16,0,0,520708,3,2,3,6,698,820,0
450,32,32,1,39287.67,6.19,17,150000,737476,737750,0,0,52,0,0,391551,2,3,0,1,413,274,0
452,121,25,4,2765.45,11.33,11,100000,738648,739075,0,0,13,0,0,667092,3,1,0,4,971,427,0
453,182,13,4,23644.91,5.08,1,80000,738396,739096,16504.63,1,22,0,0,825696,1,2,6,6,270,700,0
454,125,9,1,12521.52,8.2,16,60000,737630,738057,7122.83,2,47,1,1,853670,3,3,1,5,985,427,1
455,84,26,2,31253.63,12.83,12,1000,738550,738975,1558.01,2,17,1,2,691588,2,1,8,9,803,425,1
456,135,32,1,36651.63,11.98,11,100000,738607,739126,4401.65,1,15,0,0,361645,2,3,8,3,979,519,0
457,53,9,1,12968.95,10.63,10,200000,738431,739254,2144.87,1,20,0,0,816135,3,2,0,4,310,823,0
458,182,13,4,35338.97,7.63,14,180000,737723,737935,0,0,44,0,0,825696,1,2,6,6,270,212,0
459,131,26,2,12634.74,14.33,18,5000,737578,738491,2582.99,2,48,1,1,577811,1,1,2,3,595,913,1
460,17,14,2,38907.34,14.98,6,75000,738153,738427,0,0,30,0,0,411492,3,3,6,5,356,274,0
461,170,11,3,6447.54,10.31,7,200000,738803,739565,6054.11,1,8,0,0,765152,2,3,4,3,300,762,0
462,130,21,4,25110.84,14.99,18,5000,738374,739013,0,0,22,0,0,407137,1,1,8,9,960,639,0
464,158,15,4,45203.3,9.3,18,5000,738207,738541,0,0,28,0,0,547953,1,1,8,8,629,334,0
465,144,12,1,7798.79,5.09,13,80000,738313,738739,6427.32,2,24,1,1,998364,3,3,8,6,661,426,1
466,193,23,7,14702.09,6.06,7,200000,738305,739159,5195.47,1,25,0,0,500090,2,3,1,9,425,854,0
468,161,19,5,4354.83,12.53,15,30000,738617,739501,3281.13,1,14,0,0,765796,1,1,1,4,351,884,0
469,118,26,2,37734.99,14.91,7,200000,738622,739506,21651.21,1,14,0,0,569415,2,3,6,7,967,884,0
470,67,18,1,2704.41,6.93,3,90000,737885,738099,271.07,2,38,1,1,856982,2,1,1,8,795,214,1
471,175,3,2,41587.41,11.99,2,2000,738777,739508,0,0,9,0,0,962850,2,2,7,9,806,731,0
472,171,24,2,36871.45,14.59,5,3000,737802,738348,0,0,41,0,0,999897,3,2,9,5,480,546,0
474,61,14,2,45784.14,6.22,18,5000,738710,739594,0,0,11,0,0,525803,1,3,1,3,434,884,0
475,130,21,4,14331.48,7.81,5,3000,738338,739192,6405.67,1,23,0,0,407137,1,1,8,9,960,854,0
476,28,21,4,14750.59,6.43,13,80000,738352,739114,4311.46,1,23,0,0,435738,3,3,7,2,676,762,0
477,174,16,3,2862.24,9.48,5,3000,738846,739424,0,0,7,0,0,890957,1,2,3,3,346,578,0
478,124,11,3,46571.97,13.82,17,150000,737739,738316,0,0,43,0,0,424960,2,1,8,8,317,577,0
480,155,29,4,30448.14,5.03,10,200000,738363,738881,18044.34,2,23,1,1,467555,2,2,0,4,309,518,1
481,147,9,1,25943.91,14.37,7,200000,737721,738602,0,0,44,0,0,768111,3,2,9,8,535,881,0
482,105,23,7,10880.73,5.51,10,200000,738526,739135,9569,1,17,0,0,400273,2,1,3,8,923,609,0
483,165,28,6,30808.6,7.86,7,200000,738294,738629,3495.63,2,25,1,1,545991,2,2,9,3,618,335,1
484,84,26,2,49361.8,13.41,10,200000,738307,738946,903.15,2,24,1,2,691588,2,1,8,9,803,639,1
485,4,1,1,38894.85,13.53,3,90000,737698,738366,0,0,45,0,0,471483,1,1,0,4,631,668,0
486,78,27,6,44644.73,6.87,16,60000,737520,738311,0,0,50,0,0,993994,1,3,7,5,357,791,0
487,61,14,2,9872.84,7.65,14,180000,738010,738587,6853.76,2,34,1,1,525803,1,3,1,3,434,577,1
488,174,16,3,8778.72,13.75,9,150000,737452,738122,0,0,53,0,0,890957,1,2,3,3,346,670,0
489,174,16,3,13360.72,11.94,5,3000,737650,737834,9464.29,2,46,1,1,890957,1,2,3,3,346,184,1
490,81,7,1,23188.43,12.46,15,30000,737814,738422,0,0,41,0,0,933139,2,2,4,3,609,608,0
491,153,1,1,27409.27,8.6,10,200000,737936,738515,0,0,37,0,0,822107,2,2,9,3,414,579,0
493,92,17,4,31085.64,5.46,18,5000,738459,738916,14907.81,2,20,1,1,364482,1,1,9,7,918,457,1
494,111,20,6,19653,13.05,10,200000,737458,738339,15728.27,2,52,1,1,501732,1,3,4,8,937,881,1
495,159,8,2,47599.43,5.16,7,200000,738260,738900,15472.07,2,26,1,1,605424,1,2,7,2,625,640,1
496,190,17,4,48438.32,8.55,17,150000,737744,738625,0,0,43,0,0,991501,2,2,7,3,743,881,0
497,156,22,3,11312.71,10.34,11,100000,738274,738883,0,0,26,0,0,485345,3,2,1,4,373,609,0
499,90,18,1,15220.05,8.64,9,150000,738738,739561,0,0,10,0,0,471478,1,2,7,5,925,823,0
500,181,31,5,22143.81,14.74,5,3000,738495,739043,0,0,18,0,0,518867,2,1,8,2,439,548,0
501,93,4,2,31102.36,7.86,3,90000,738314,738862,17363.38,2,24,1,1,942409,3,1,9,5,455,548,1
502,157,16,3,41974.22,11.31,12,1000,737875,738515,5184.51,2,39,1,1,569326,2,3,7,8,972,640,1
503,138,30,1,10640.34,13.97,9,150000,737715,738384,0,0,44,0,0,535314,1,3,2,5,308,669,0
504,200,5,1,27593.93,12.98,13,80000,737878,738396,0,0,39,0,0,996677,1,3,4,2,375,518,0
505,78,27,6,21002.61,13.16,11,100000,738018,738687,18196.67,2,34,1,1,993994,1,3,7,5,357,669,1
506,107,10,2,5529.12,13.65,11,100000,737501,738050,0,0,51,0,0,531769,3,2,6,2,590,549,0
507,78,27,6,16865.77,8.26,9,150000,738027,738300,0,0,34,0,0,993994,1,3,7,5,357,273,0
508,4,1,1,21673.58,5.01,5,3000,738572,739211,4289.91,1,16,0,0,471483,1,1,0,4,631,639,0
509,165,28,6,45942.17,5.85,3,90000,737884,738675,0,0,38,0,0,545991,2,2,9,3,618,791,0
511,107,10,2,29643.25,13.61,18,5000,738035,738734,2128.02,2,33,1,1,531769,3,2,6,2,590,699,1
512,133,17,4,21513.79,13.15,11,100000,738644,739467,0,0,13,0,0,427465,3,3,0,4,754,823,0
513,31,4,2,12430.57,11.52,1,80000,738826,739738,0,0,7,0,0,609535,2,3,9,2,654,912,0
514,89,26,2,29006.24,7.96,14,180000,737706,738194,0,0,44,0,0,538087,2,3,1,4,436,488,0
516,131,26,2,38545.67,11.49,15,30000,737446,737902,0,0,53,0,0,577811,1,1,2,3,595,456,0
517,197,10,2,30553.38,7.69,1,80000,738286,738531,0,0,25,0,0,821398,2,2,4,9,324,245,0
520,73,16,3,29734.33,11.21,19,100000,738177,738815,0,0,29,0,0,757195,1,2,4,7,410,638,0
521,4,1,1,12479.3,10.18,12,1000,737888,738314,0,0,38,0,0,471483,1,1,0,4,631,426,0
522,35,10,2,34329.26,9.69,2,2000,737834,738380,0,0,40,0,0,698130,2,3,8,8,883,546,0
523,121,25,4,11926.32,11.52,6,75000,737866,738262,994.22,2,39,1,1,667092,3,1,0,4,971,396,1
524,27,26,2,47768.01,11.76,7,200000,737432,737645,0,0,53,0,0,392285,1,2,7,9,406,213,0
525,29,26,2,8103.17,6.11,15,30000,737484,738123,2172.11,2,52,1,1,701482,2,3,8,9,571,639,1
526,138,30,1,37475.66,14.23,5,3000,737826,738250,0,0,40,0,0,535314,1,3,2,5,308,424,0
528,8,16,3,4260.36,6.63,9,150000,738861,739317,0,0,6,0,0,424357,1,1,4,1,984,456,0
529,134,11,3,3621.56,14.52,8,120000,738097,738613,0,0,31,0,0,573516,3,1,7,2,610,516,0
530,39,14,2,24044.62,14.81,17,150000,738844,739636,2360.8,1,7,0,0,604962,2,2,4,3,940,792,0
531,117,26,2,30033.44,9.87,12,1000,738631,739211,5521.92,1,14,0,0,932275,3,3,6,4,268,580,0
532,160,12,1,26134.32,6.05,1,80000,737771,738563,1564.37,2,42,1,1,457259,1,1,7,6,567,792,1
533,78,27,6,1482.43,12.44,6,75000,738858,739345,814.84,1,6,0,0,993994,1,3,7,5,357,487,0
534,57,3,2,33092.5,9.55,11,100000,737623,738111,0,0,47,0,0,499672,2,1,0,3,931,488,0
537,124,11,3,1303.15,8.54,13,80000,738221,739074,1127.71,1,27,0,0,424960,2,1,8,8,317,853,0
538,170,11,3,1122.28,14.58,15,30000,738716,739447,15.18,1,11,0,0,765152,2,3,4,3,300,731,0
539,16,15,4,31627.7,5.63,17,150000,737569,737783,21925.87,2,49,1,1,520708,3,2,3,6,698,214,1
540,95,29,4,13398.21,8.46,19,100000,738247,738918,5078.22,2,26,1,1,480191,3,1,7,5,331,671,1
541,125,9,1,21478.11,10.54,7,200000,738483,738817,0,0,19,0,0,853670,3,3,1,5,985,334,0
542,86,25,4,3859.41,14.19,17,150000,738557,739135,0,0,16,0,0,750318,2,3,7,3,359,578,0
543,160,12,1,2403.78,8.79,7,200000,738323,739115,2152.18,1,24,0,0,457259,1,1,7,6,567,792,0
544,112,6,1,20035.66,13.9,19,100000,738507,738842,16834.6,2,18,1,1,857219,3,3,9,7,524,335,1
545,111,20,6,36274.2,5.12,18,5000,738245,739067,7048.3,1,27,0,0,501732,1,3,4,8,937,822,0
546,149,2,1,21475.87,5.08,19,100000,738633,738877,0,0,14,0,0,521024,1,1,3,7,307,244,0
547,60,14,2,41212.81,6.96,3,90000,738028,738301,14650.97,2,34,1,1,971310,2,1,2,9,953,273,1
548,32,32,1,19316.92,14.6,13,80000,738087,738330,18550.77,2,32,1,1,391551,2,3,0,1,413,243,1
550,75,7,1,4895.09,12.21,19,100000,738429,739099,0,0,20,0,0,429184,3,3,4,5,716,670,0
551,68,15,4,48323.14,11.1,4,50000,738306,739098,6549.98,1,25,0,0,905092,3,2,6,7,369,792,0
