user_id,edad,genero,pais,tipo_plan,cursos_inscritos,cursos_completados,horas_totales_plataforma,ultima_actividad_dias,nivel_satisfaccion,uso_dispositivo,contacto_soporte,churn
494,49,1,3,2,3,3,1.4,59,1,3,0,0
495,44,2,3,2,5,3,24.9,83,1,1,0,0
496,37,1,1,3,3,2,11.4,37,4,2,0,0
497,41,0,3,1,1,1,9.6,2,3,0,0,0
498,29,0,5,0,3,3,10.7,73,2,1,0,0
499,52,0,2,3,3,2,3.9,82,1,0,1,1
500,50,1,5,2,5,3,4.0,80,3,1,0,0
501,50,2,4,2,2,3,10.7,52,3,2,0,0
502,60,1,0,0,6,0,12.2,43,4,1,1,1
503,54,0,3,1,6,1,28.0,22,3,2,0,0
504,29,1,1,2,5,5,7.1,27,2,2,0,1
505,20,1,2,2,2,3,22.8,31,4,3,0,0
506,18,0,1,1,2,2,5.8,75,1,2,0,1
507,50,1,1,2,4,1,31.5,19,4,0,0,0
508,57,1,1,0,0,1,3.7,5,1,1,0,0
509,27,1,3,3,3,3,6.5,2,4,1,0,0
510,60,1,2,2,1,2,13.0,2,3,1,0,0
511,61,0,2,2,3,3,6.2,22,2,1,1,0
512,46,0,1,2,4,1,6.4,72,4,2,0,1
513,30,1,0,1,3,4,5.2,32,5,1,0,0
514,29,1,3,3,1,1,5.3,35,3,1,0,0
515,48,1,3,3,2,2,4.1,63,4,3,0,0
516,63,1,5,3,2,1,10.2,11,3,2,0,0
517,19,0,3,2,2,1,13.2,61,5,1,1,1
518,52,0,1,2,1,4,4.7,25,3,1,0,0
519,40,1,4,1,2,1,7.0,36,3,1,0,0
520,34,1,1,2,1,3,13.2,47,4,2,0,0
521,43,1,2,2,2,2,13.5,73,3,1,0,0
522,25,0,3,0,1,1,2.9,43,4,3,0,0
523,46,2,3,3,4,1,10.8,10,2,2,0,1
524,43,1,5,0,0,1,2.1,82,5,3,1,0
525,27,1,4,3,5,1,23.2,68,1,0,0,0
526,43,0,3,1,1,0,5.1,23,5,1,0,1
527,51,2,5,2,4,2,3.5,18,3,2,0,0
528,58,1,5,1,3,2,9.9,69,4,2,0,0
529,24,1,4,1,1,2,17.7,55,1,2,0,0
530,21,1,1,2,4,4,6.4,48,1,1,0,0
531,62,0,1,3,3,1,12.7,82,3,3,0,0
532,28,1,1,2,1,3,9.2,56,1,3,0,0
533,46,1,0,1,2,1,25.8,10,4,1,0,0
534,53,0,1,1,1,1,6.5,62,3,1,0,0
535,42,1,4,1,3,4,2.9,80,5,2,0,0
536,38,0,0,1,3,5,20.9,16,3,3,0,0
537,53,1,1,1,2,4,3.5,14,3,2,0,0
538,27,1,0,2,4,3,8.7,69,1,1,0,1
539,54,0,4,3,4,0,8.8,61,2,1,0,1
540,26,1,1,2,1,4,5.2,31,1,2,0,0
541,41,2,2,2,2,1,6.6,39,2,2,0,1
542,52,0,3,1,3,4,3.6,10,3,2,0,0
543,52,1,4,0,3,5,9.8,12,3,2,0,0
544,53,0,5,2,3,1,8.2,80,5,1,1,1
545,35,1,5,3,2,2,7.5,27,1,2,0,0
546,56,2,4,0,1,0,7.3,81,5,2,1,1
547,49,1,5,3,2,2,0.8,27,4,1,0,0
548,41,0,4,1,5,2,2.9,47,3,3,0,0
549,40,1,2,2,6,2,12.0,54,5,1,0,0
550,49,1,4,1,2,1,7.8,15,4,1,0,0
551,54,0,1,1,4,3,24.9,35,2,2,0,0
552,29,0,1,1,4,0,4.4,39,1,1,0,1
553,30,1,0,0,1,2,4.3,19,4,1,0,0
554,40,1,5,0,5,2,11.1,1,1,2,0,0
555,42,0,3,1,4,2,1.1,76,3,1,0,1
556,52,2,5,2,0,1,1.2,1,2,1,0,0
557,58,1,4,0,3,4,22.8,68,3,2,0,0
558,47,0,3,2,6,2,8.8,69,4,2,0,0
559,34,1,3,2,0,2,20.2,49,2,3,0,0
560,37,0,5,2,4,0,9.9,47,4,1,0,1
561,42,1,3,3,1,1,10.2,23,1,3,0,1
562,39,1,3,2,3,2,12.0,80,3,1,0,0
563,30,0,1,3,2,1,18.1,8,1,2,1,0
564,36,1,2,2,0,3,7.9,39,2,1,1,1
565,53,0,4,1,5,0,3.1,39,5,0,0,0
566,29,1,5,2,2,0,4.1,1,1,1,0,0
567,58,1,1,1,4,2,3.1,72,2,2,0,1
568,36,1,0,2,2,1,0.7,5,2,1,0,1
569,29,0,3,1,4,1,5.9,18,4,2,0,0
570,26,1,3,3,3,2,2.6,18,1,1,0,0
571,24,0,5,2,4,1,13.8,32,3,2,0,0
572,45,0,2,3,1,3,7.6,60,1,3,0,0
573,31,0,2,0,0,4,8.4,29,4,3,0,0
574,48,1,5,3,8,2,8.6,61,2,1,1,1
575,36,1,5,0,3,2,7.4,12,3,2,1,0
576,64,1,1,2,3,3,8.3,17,5,2,0,0
577,33,1,5,1,4,0,7.6,1,3,3,0,0
578,22,1,0,0,2,2,2.0,2,1,2,0,0
579,52,0,1,3,2,1,9.3,5,3,3,0,0
580,29,1,3,3,3,2,6.9,27,1,3,0,0
581,42,1,3,2,1,1,21.1,76,3,2,0,1
582,38,1,3,2,3,3,4.6,83,1,1,0,0
583,53,0,3,1,5,3,14.8,31,2,3,0,0
584,40,1,4,3,4,3,10.7,59,2,2,0,0
585,33,0,0,1,8,1,5.2,30,1,1,0,0
586,56,1,1,1,4,5,3.6,60,1,2,0,0
587,62,0,1,2,3,4,3.7,8,5,2,1,0
588,59,0,3,2,1,1,1.2,66,1,2,1,0
589,56,1,2,1,2,3,13.8,53,4,2,0,0
590,31,1,1,3,5,2,8.7,78,1,2,0,1
591,48,1,0,3,2,4,3.4,67,2,1,0,1
592,22,1,5,2,6,1,4.2,16,3,1,0,0
593,52,0,0,2,3,2,10.6,58,2,3,0,0
594,40,0,3,0,5,0,6.5,30,4,1,0,0
595,46,0,3,1,2,0,20.1,74,3,2,0,1
596,60,0,4,3,2,1,13.9,60,2,1,0,1
597,28,1,1,1,5,0,6.1,39,1,1,0,0
598,35,1,1,2,5,2,5.5,2,1,1,1,0
599,64,0,1,2,4,3,10.9,49,3,1,0,0
600,29,1,3,3,4,1,1.9,0,5,3,1,0
601,26,0,1,1,0,5,6.1,7,4,3,0,0
602,27,1,2,1,3,4,3.3,61,2,1,0,1
603,61,1,2,2,4,0,21.1,63,2,3,0,1
604,34,2,5,2,4,5,12.1,40,4,1,1,0
605,55,1,1,2,4,1,23.7,16,2,1,1,0
606,24,2,4,2,4,0,14.9,71,3,2,0,1
607,63,2,5,2,0,4,4.9,42,5,2,0,0
608,30,0,3,1,6,1,9.7,89,3,2,0,0
609,57,0,1,1,4,3,3.4,1,5,1,0,0
610,59,0,2,2,1,3,8.9,46,1,0,0,0
611,26,0,4,2,2,0,3.5,59,5,3,0,0
612,44,1,5,1,2,2,2.1,48,5,0,0,0
613,19,0,4,1,1,2,0.9,14,5,1,0,0
614,22,0,1,2,3,0,9.8,49,2,2,1,1
615,46,1,0,1,5,2,9.8,45,5,2,0,0
616,54,1,4,2,3,3,15.2,75,4,3,0,1
617,55,1,4,2,5,4,1.3,1,1,2,0,1
618,36,0,3,1,0,0,7.6,84,1,2,0,1
619,25,0,2,1,6,1,1.1,28,2,1,0,0
620,62,1,1,3,2,2,2.2,28,3,0,0,0
621,18,2,4,3,4,3,42.7,79,4,1,0,0
622,39,0,1,2,3,3,21.4,60,3,1,1,0
623,34,0,2,2,1,1,21.1,65,5,3,0,0
624,24,0,3,3,2,2,5.5,43,3,1,0,0
625,42,0,1,0,4,1,11.6,3,4,1,0,0
626,62,1,2,2,4,4,4.2,38,2,1,0,1
627,21,0,2,1,4,2,7.1,59,2,1,0,0
628,53,1,5,2,7,2,14.2,48,5,2,0,0
629,23,0,3,2,6,3,10.5,4,4,1,0,0
630,48,2,3,2,1,1,1.6,65,2,1,0,0
631,36,1,1,2,6,5,18.1,44,5,1,0,0
632,61,1,0,3,2,2,10.7,59,3,2,0,0
633,56,0,5,2,4,3,11.6,7,4,2,0,0
634,44,1,3,1,6,1,10.2,49,2,2,0,0
635,27,0,2,1,2,2,8.3,35,4,1,0,0
636,43,1,3,2,1,2,9.0,69,2,2,1,0
637,36,1,0,1,4,1,11.3,40,2,2,0,0
638,56,2,4,2,3,1,10.1,9,4,2,0,0
639,20,0,4,2,2,1,19.1,35,2,2,0,1
640,62,0,3,2,2,1,4.8,67,3,1,0,1
641,30,1,3,0,6,3,8.9,13,5,0,0,0
642,45,0,5,2,3,2,5.0,75,1,1,1,1
643,37,0,3,1,4,3,6.0,16,4,2,0,0
644,45,0,0,1,3,3,1.8,20,4,1,0,0
645,25,0,3,2,4,5,7.1,76,5,1,1,0
646,58,0,1,1,5,4,58.6,53,3,2,0,0
647,56,1,0,2,2,1,11.4,12,1,2,0,0
648,18,1,5,1,3,2,10.3,47,3,2,0,0
649,20,0,1,2,2,2,3.6,44,4,1,0,0
650,30,1,1,3,3,3,10.3,8,1,1,0,0
651,45,0,4,1,3,3,2.9,54,2,1,0,1
652,42,1,0,2,3,3,14.7,49,4,1,1,0
653,50,0,1,2,2,0,3.1,19,3,1,0,0
654,55,0,5,3,4,1,48.0,39,5,1,0,0
655,23,1,4,2,2,2,11.1,0,2,3,1,1
656,61,1,1,2,5,4,3.2,76,1,1,1,1
657,62,1,0,3,3,1,4.3,85,4,2,0,1
658,49,0,4,2,1,4,9.3,76,5,2,0,0
659,62,0,0,2,3,4,24.4,63,5,2,0,1
660,64,1,0,1,1,3,8.0,34,3,2,0,0
661,38,0,0,3,3,2,0.5,64,5,1,0,0
662,33,1,4,3,2,2,7.7,52,3,1,0,0
663,38,0,1,0,2,2,11.3,60,1,1,1,0
664,28,2,3,0,4,3,3.3,4,4,1,1,0
665,54,1,2,3,0,2,5.8,68,1,2,0,0
666,53,0,1,2,1,4,18.4,88,3,2,0,0
667,52,1,4,3,6,4,13.4,59,1,0,0,0
668,36,1,2,2,3,3,9.1,89,4,1,0,1
669,37,1,2,2,2,2,6.4,18,4,1,0,0
670,35,1,2,2,3,2,7.0,75,5,2,0,1
671,64,0,3,2,2,1,5.8,56,3,1,1,0
672,58,1,5,3,4,2,20.5,7,1,1,1,0
673,31,0,4,2,0,1,13.4,73,5,2,0,0
674,32,1,3,1,1,3,17.8,17,5,0,0,0
675,48,1,3,1,5,3,50.6,10,1,1,0,0
676,18,0,5,3,2,1,3.8,61,3,1,0,1
677,20,2,2,2,6,2,3.4,29,3,2,0,0
678,33,1,5,2,4,2,1.1,4,4,0,1,0
679,40,0,5,2,3,3,11.5,87,3,2,1,0
680,28,0,3,2,4,7,4.0,76,5,1,0,1
681,29,0,4,1,1,0,4.0,55,4,1,0,0
682,27,0,0,2,6,5,4.7,35,2,2,0,0
683,49,1,5,3,5,3,5.1,26,4,1,1,0
684,33,1,5,2,5,0,1.7,31,5,2,0,1
685,25,0,2,2,4,1,34.6,13,1,2,1,0
686,55,1,2,1,2,1,1.2,40,1,1,0,1
687,29,2,3,2,6,1,15.4,65,1,1,0,1
688,41,1,2,1,4,3,13.7,3,5,1,0,0
689,45,1,1,2,2,1,28.3,10,4,2,1,0
690,25,0,5,2,6,1,1.9,47,1,0,0,1
691,45,1,2,3,2,2,33.3,36,3,2,1,0
692,53,0,4,2,4,4,19.0,12,2,1,0,0
693,43,0,1,2,5,2,2.3,72,1,2,0,1
694,25,2,3,2,1,2,6.9,41,1,2,0,1
695,45,0,0,2,2,1,12.2,26,2,2,0,0
696,45,0,5,1,0,4,8.2,65,3,2,0,0
697,54,0,5,2,4,3,5.8,46,2,2,0,0
698,58,2,4,0,0,1,2.9,75,1,2,0,1
699,53,1,0,1,2,2,7.7,11,1,3,0,0
700,44,1,0,2,1,0,10.6,66,4,3,0,1
701,34,1,3,3,4,1,16.9,25,5,1,0,0
702,26,1,3,2,0,0,5.5,78,4,2,0,1
703,50,0,1,3,3,4,3.4,26,4,0,0,0
704,37,0,5,2,1,0,3.0,34,4,2,0,0
705,30,0,2,2,1,3,5.3,12,4,1,1,0
706,45,1,3,2,2,3,12.6,55,4,2,0,0
707,46,0,4,3,1,4,5.3,68,3,1,0,0
708,30,1,4,0,1,1,23.4,42,5,1,0,0
709,63,0,4,1,3,0,15.7,80,5,1,0,1
710,52,0,3,2,3,3,9.2,82,5,0,0,0
711,23,1,3,1,7,1,0.3,83,3,2,0,0
712,35,1,4,1,2,2,9.1,58,3,0,0,0
713,22,1,3,2,5,2,4.1,86,3,3,0,0
714,64,0,2,2,3,3,9.0,11,1,0,0,0
715,42,2,2,1,1,1,2.5,28,5,2,0,0
716,19,0,1,1,1,1,4.4,4,2,1,0,0
717,27,1,5,2,1,4,30.0,48,4,2,0,0
718,47,1,2,0,3,1,8.0,63,1,1,0,0
719,62,0,1,3,4,1,10.4,42,1,2,1,0
720,22,0,0,1,5,2,9.3,65,4,0,0,0
721,50,1,5,3,1,5,16.3,5,1,3,1,0
722,18,1,2,2,5,1,24.6,84,3,1,0,1
723,35,0,0,3,4,3,34.9,14,1,1,1,0
724,49,1,1,2,3,5,24.9,17,5,3,0,0
725,64,1,2,2,4,1,23.9,48,5,1,0,0
726,28,1,2,3,3,1,7.0,46,2,0,0,1
727,38,0,3,1,3,2,9.8,1,5,2,0,0
728,43,0,0,0,6,5,14.8,4,4,0,0,0
729,42,2,2,3,2,1,16.1,36,4,3,0,0
730,39,0,4,0,4,4,16.0,5,5,2,0,0
731,44,0,3,2,6,1,10.2,41,3,1,0,0
732,30,1,3,1,5,0,6.5,50,5,1,0,0
733,50,0,2,2,1,0,9.3,82,3,2,0,1
734,51,1,3,0,4,2,3.4,15,4,1,0,0
735,58,0,5,2,4,1,12.9,75,5,3,0,1
736,52,1,0,2,1,2,4.4,87,2,1,0,1
737,18,1,5,2,2,3,22.9,72,4,2,0,1
738,38,1,1,2,1,2,4.5,66,2,2,0,1
739,23,1,5,1,1,1,7.0,80,4,0,0,0
740,45,1,4,2,0,5,14.6,29,1,3,0,0
741,34,1,3,3,2,3,7.7,26,1,2,0,0
742,22,2,3,1,3,0,4.6,87,1,2,1,1
743,48,1,4,3,1,1,12.1,41,2,2,0,0
744,22,0,3,2,5,2,8.8,63,3,2,0,1
745,55,0,5,2,4,2,4.4,49,4,0,0,0
746,20,2,1,2,2,2,5.4,38,1,2,0,1
747,40,0,2,1,4,3,2.9,6,2,0,0,0
748,54,0,4,2,4,1,13.3,72,4,2,0,1
749,54,1,5,3,5,0,18.3,15,1,0,0,0
750,27,1,5,2,4,3,13.2,55,1,2,0,0
751,27,1,5,2,3,1,22.4,10,1,0,1,1
752,36,0,2,1,2,1,12.7,8,2,1,0,0
753,34,0,0,3,3,1,8.7,0,3,2,0,0
754,38,1,3,2,2,3,10.4,43,1,0,0,0
755,31,1,3,2,3,2,11.9,34,1,1,0,0
756,26,0,1,1,2,5,25.5,83,3,0,0,1
757,63,1,0,0,3,4,5.7,50,3,1,0,0
758,18,0,3,2,2,4,4.4,7,5,0,0,0
759,62,0,1,2,3,3,12.0,70,1,1,1,1
760,30,0,1,2,4,2,3.6,36,4,2,0,0
761,21,0,5,3,2,2,1.1,83,5,1,1,1
762,18,0,4,1,3,5,2.1,4,4,1,0,0
763,57,0,5,3,0,3,6.9,75,3,2,0,1
764,49,0,2,2,2,0,18.0,20,5,1,0,1
765,51,0,3,2,4,1,3.9,83,2,2,0,1
766,45,1,1,2,5,1,12.9,4,5,2,0,0
767,48,1,4,3,3,2,3.9,22,5,0,0,0
768,25,1,3,2,4,2,8.4,56,3,2,0,0
769,56,1,1,3,2,1,15.0,70,1,2,0,0
770,43,0,1,1,4,1,2.5,64,3,1,0,0
771,51,0,5,0,2,2,5.2,24,3,1,0,0
772,20,1,4,1,2,2,18.5,18,3,2,0,0
773,29,1,4,2,2,2,2.7,1,4,0,1,0
774,18,2,3,2,2,5,3.4,11,2,1,1,0
775,61,1,1,2,3,4,14.6,41,4,1,0,0
776,22,0,4,2,2,4,1.9,24,5,1,0,0
777,47,0,4,2,3,0,3.0,47,3,2,1,1
778,47,0,3,1,0,1,15.2,81,1,3,0,0
779,34,1,5,2,6,2,1.1,30,3,2,0,0
780,64,1,0,1,6,0,8.5,57,4,1,0,1
781,40,1,2,2,0,2,11.2,60,2,2,0,0
782,32,0,0,1,4,2,10.2,43,4,1,0,0
783,54,0,4,1,3,2,11.8,8,3,0,0,0
784,38,1,1,1,5,2,10.2,20,2,1,0,0
785,31,0,2,2,1,2,17.4,53,1,2,0,0
786,19,0,2,3,1,0,9.5,70,4,2,0,0
787,28,1,1,0,4,4,2.9,12,4,1,0,0
788,56,0,2,1,6,9,9.5,83,5,2,0,0
789,55,0,1,2,2,3,2.3,12,2,1,0,1
790,51,1,2,2,3,0,11.4,51,4,2,0,1
791,55,1,3,2,1,4,27.6,27,5,1,0,0
792,51,0,3,2,4,0,8.7,88,1,2,1,1
793,35,0,0,1,3,2,10.1,45,4,2,0,0
794,47,0,2,2,4,1,35.1,47,4,3,0,0
795,32,0,5,2,1,5,17.0,89,3,0,0,1
796,44,0,1,1,4,1,2.0,39,4,2,0,0
797,51,1,2,2,3,1,6.5,53,1,1,1,1
798,55,0,3,2,4,4,14.3,26,5,2,0,0
799,50,0,3,1,2,3,7.4,78,2,1,0,1
800,41,1,1,2,2,2,7.8,2,1,2,1,1
801,32,0,5,3,1,2,2.8,58,2,1,0,0
802,47,0,2,3,1,0,1.1,17,1,3,1,0
803,59,1,2,2,2,3,12.5,23,5,1,0,0
804,34,2,5,2,2,0,10.5,60,3,1,0,0
805,22,1,5,2,2,2,7.5,56,5,1,1,0
806,46,1,5,2,5,0,7.9,43,2,2,1,1
807,21,1,3,1,2,0,1.0,46,2,1,1,1
808,27,0,1,2,4,1,30.8,71,4,1,0,0
809,34,0,5,2,4,2,5.4,36,3,1,0,0
810,27,1,1,2,1,3,7.8,36,5,0,0,0
811,34,0,0,0,3,1,6.7,72,5,1,0,1
812,37,1,2,3,2,1,5.2,44,2,2,0,1
813,41,0,2,1,6,1,11.6,29,3,2,1,0
814,22,0,4,1,2,0,11.2,14,5,2,1,0
815,51,1,0,1,3,1,2.9,75,3,1,0,1
816,23,2,5,3,2,1,2.6,26,3,2,0,0
817,19,1,5,3,3,1,15.1,46,5,2,0,0
818,30,1,3,0,3,3,2.1,46,3,2,0,0
819,60,0,0,2,1,1,10.6,30,1,1,0,0
820,60,2,5,3,5,1,27.5,76,2,1,0,1
821,28,1,4,2,5,2,12.1,14,3,2,0,0
822,64,1,1,3,1,1,18.3,53,3,2,0,0
823,40,1,2,3,0,4,5.2,68,1,1,0,1
824,33,0,0,2,3,1,8.4,41,4,0,0,0
825,48,1,2,2,4,4,4.9,61,3,0,0,0
826,28,0,1,3,5,5,13.7,24,5,1,0,0
827,33,2,0,2,2,3,7.4,11,4,2,0,0
828,25,0,1,1,3,1,16.7,8,4,1,0,0
829,21,1,5,1,1,3,18.4,89,1,2,1,1
830,57,1,5,2,5,1,3.4,36,5,1,1,0
831,21,1,5,2,1,4,18.0,8,4,1,0,0
832,42,0,1,1,1,1,13.7,68,3,1,0,0
833,20,1,1,1,4,4,14.4,54,1,1,0,0
834,49,1,1,2,4,2,5.0,45,1,1,0,0
835,20,0,2,2,1,2,10.7,70,1,2,0,1
836,44,1,1,1,3,3,5.4,40,2,3,0,1
837,46,0,5,1,3,3,15.8,6,4,2,0,0
838,49,1,4,1,10,1,9.1,4,5,2,0,0
839,36,0,1,1,2,3,7.0,51,5,2,1,0
840,38,2,4,3,2,4,1.4,80,2,2,0,1
841,22,0,5,1,2,0,9.5,74,3,1,0,0
842,35,2,1,3,3,3,15.8,36,4,0,0,0
843,45,1,2,2,2,0,20.9,59,1,1,0,0
844,59,0,2,0,1,3,9.6,35,2,0,0,0
845,39,0,4,1,5,3,2.6,0,2,2,0,0
846,38,0,3,1,2,0,6.4,0,4,2,0,0
847,23,1,2,1,5,1,11.3,77,5,2,0,0
848,18,1,2,1,1,3,12.4,59,4,1,0,0
849,22,1,2,2,4,0,20.9,40,5,2,0,1
850,58,1,5,1,7,4,3.6,64,4,0,0,1
851,29,1,2,1,3,0,6.2,7,5,3,0,0
852,43,0,0,3,3,0,14.4,40,2,1,1,1
853,63,1,1,2,1,3,6.6,46,5,2,0,0
854,51,1,2,1,4,1,5.0,89,4,2,0,1
855,31,0,3,1,7,0,5.1,35,3,1,0,0
856,43,0,3,1,2,1,12.0,3,4,3,0,0
857,62,0,2,0,10,2,4.6,41,2,2,0,1
858,44,0,2,3,2,1,14.2,1,5,2,0,0
859,26,1,0,3,5,1,6.8,46,5,2,1,0
860,43,0,2,0,0,1,11.9,19,5,1,0,0
861,64,0,2,2,6,5,4.6,29,2,2,0,0
862,39,1,1,1,4,3,6.2,81,4,1,0,0
863,64,0,3,2,3,2,3.3,29,5,1,0,0
864,47,2,0,3,2,2,3.6,0,3,1,0,0
865,60,1,3,3,2,4,15.3,57,3,2,0,0
866,34,1,0,2,3,2,7.5,66,1,1,0,1
867,43,1,3,2,4,0,19.2,22,3,1,0,1
868,53,1,2,0,3,2,17.1,44,1,1,0,0
869,18,1,3,1,1,2,9.4,21,5,2,0,0
870,25,0,3,3,2,3,5.8,48,2,0,0,1
871,52,1,0,1,6,4,10.7,47,2,1,0,0
872,32,2,4,2,5,5,23.4,62,2,2,0,1
873,64,0,0,1,2,1,6.0,47,5,3,1,0
874,39,0,0,2,3,0,13.0,43,5,2,0,1
875,31,0,0,2,2,3,3.9,50,4,1,1,0
876,43,1,5,2,2,1,22.7,61,3,2,0,1
877,45,0,5,3,3,1,19.9,78,5,3,0,1
878,40,0,5,2,3,0,12.7,40,3,1,0,0
879,31,0,0,3,4,3,5.1,79,2,1,0,0
880,41,0,4,1,5,0,4.8,26,3,1,0,0
881,19,1,0,3,1,1,3.6,56,4,1,0,0
882,62,2,2,1,2,2,7.4,41,2,2,1,0
883,43,1,4,1,2,0,7.0,11,3,1,0,0
884,31,0,5,1,0,3,5.9,81,4,1,0,1
885,24,2,3,2,3,3,8.9,81,3,2,0,0
886,20,1,3,3,5,6,5.9,59,4,2,1,0
887,64,0,1,1,7,1,8.2,63,3,0,0,0
888,40,1,4,2,1,3,7.9,3,2,3,0,0
889,63,1,5,3,3,4,5.8,38,2,1,0,1
890,60,0,4,2,3,5,21.2,18,1,0,0,0
891,64,0,4,3,4,2,7.7,61,4,1,1,0
892,62,2,3,1,4,5,20.2,44,3,1,0,0
893,35,0,0,3,3,1,25.4,60,3,1,0,0
894,55,0,2,1,3,1,7.7,30,3,0,1,0
895,52,0,1,0,3,3,5.8,48,5,2,0,0
896,32,2,5,2,0,1,11.2,30,4,2,0,0
897,42,1,4,2,8,1,5.8,41,3,1,1,0
898,54,2,1,1,3,1,13.4,47,1,1,0,1
899,45,1,4,1,1,3,5.6,19,2,2,1,0
900,27,0,3,1,4,1,24.0,83,5,2,0,0
901,56,1,2,2,4,2,11.0,19,5,2,0,0
902,34,1,3,1,3,3,17.9,15,2,2,0,0
903,56,1,1,3,5,3,11.7,56,5,1,0,0
904,39,0,5,1,4,0,1.9,18,1,0,0,1
905,43,1,4,3,4,4,1.8,12,1,1,0,0
906,61,1,2,1,2,3,3.3,19,2,1,0,0
907,42,0,3,1,0,0,6.4,75,4,2,0,0
908,34,2,1,3,3,0,21.7,48,5,2,0,0
909,30,1,3,3,3,2,13.9,25,3,1,0,0
910,37,1,4,2,2,1,12.8,34,3,2,0,0
911,42,1,4,1,3,1,12.4,40,1,0,1,0
912,21,1,5,2,4,2,8.1,9,4,2,0,0
913,27,0,2,2,3,2,4.1,75,4,1,1,1
914,20,0,0,2,4,0,15.8,23,5,1,1,0
915,58,0,3,2,3,3,14.2,72,5,1,1,1
916,62,1,4,2,1,1,2.4,68,2,1,0,0
917,35,0,1,1,1,2,6.4,30,1,1,0,0
918,64,0,3,0,5,2,2.2,53,2,2,0,1
919,53,0,5,3,1,3,3.6,57,2,1,1,1
920,64,0,5,1,3,3,5.0,59,4,2,1,0
921,39,0,4,2,5,0,5.4,10,5,1,0,0
922,51,0,4,1,2,0,26.9,72,3,3,0,1
923,64,1,4,3,4,1,10.1,85,2,1,1,1
924,25,2,0,2,3,2,9.2,39,1,2,0,0
925,57,0,4,1,3,3,21.7,54,2,1,0,0
926,61,0,3,1,4,2,5.1,46,3,0,0,0
927,36,1,3,1,5,2,12.2,60,3,2,0,0
928,59,0,2,2,3,2,1.9,79,1,2,1,0
929,58,0,1,3,3,4,1.3,73,3,2,0,0
930,54,1,4,1,2,2,24.6,33,3,3,1,0
931,23,1,3,1,3,2,8.7,61,3,1,0,0
932,43,0,3,2,3,0,5.0,78,2,2,0,1
933,51,0,3,1,1,2,8.0,81,1,1,1,0
934,62,0,0,2,5,4,8.3,44,2,2,1,0
935,23,1,1,2,6,1,6.2,4,1,0,0,0
936,54,0,5,2,1,6,6.0,50,3,1,1,0
937,50,1,3,0,2,2,8.3,57,3,1,0,0
938,39,1,4,0,7,1,10.8,2,5,1,0,0
939,38,1,3,2,4,0,5.5,22,3,2,0,1
940,23,1,1,3,2,1,8.7,9,1,2,0,0
941,23,1,5,0,6,3,5.9,46,4,1,0,0
942,21,1,0,1,4,2,9.0,31,1,1,1,1
943,47,1,2,1,4,2,15.5,47,3,1,0,0
944,28,1,4,1,2,1,16.8,26,3,1,0,0
945,47,0,2,2,3,3,5.6,35,4,1,1,0
946,48,0,0,3,4,2,6.2,87,3,2,0,0
947,41,1,1,2,5,0,8.1,53,5,2,1,0
948,26,0,1,2,4,0,10.3,19,4,1,1,0
949,20,1,0,2,3,0,4.1,2,2,0,0,0
950,48,0,3,1,3,4,7.7,68,5,2,0,0
951,57,1,0,2,1,3,7.1,2,1,1,0,0
952,54,1,4,1,5,2,10.7,39,5,0,0,0
953,53,0,5,1,1,1,11.9,59,5,0,0,0
954,41,0,2,3,2,1,7.8,69,3,1,0,0
955,48,0,2,3,0,1,19.4,78,2,1,0,0
956,23,0,1,3,5,0,4.4,69,4,1,0,1
957,19,2,3,3,1,2,22.0,22,5,2,0,0
958,37,1,1,3,5,0,19.6,59,3,2,0,1
959,45,1,4,2,4,2,1.8,29,5,0,0,0
960,28,1,0,2,2,2,5.1,38,2,2,0,0
961,21,1,2,2,1,1,15.2,39,4,1,0,0
962,32,0,4,2,3,1,3.4,47,3,2,1,0
963,23,0,1,2,4,3,10.1,84,5,1,1,0
964,47,1,1,3,4,3,1.9,44,2,3,0,1
965,55,2,2,1,2,2,9.0,36,1,2,0,0
966,19,0,1,2,3,3,11.0,21,1,0,0,0
967,32,1,3,2,5,1,4.6,51,2,2,0,0
968,28,1,1,1,5,3,12.9,1,4,2,0,0
969,25,1,5,0,1,3,0.7,13,5,1,0,0
970,43,1,0,1,2,3,7.9,17,5,1,0,0
971,62,1,1,2,5,1,9.4,49,2,2,0,0
972,61,0,5,1,3,1,8.2,14,5,2,1,0
973,22,1,4,3,1,2,5.9,36,4,2,0,0
974,23,1,1,2,3,2,9.2,1,2,0,0,0
975,43,2,3,2,4,3,10.8,83,1,0,0,1
976,21,0,4,3,3,1,5.5,73,1,0,0,1
977,36,2,1,2,2,2,17.4,68,3,3,0,1
978,37,1,2,1,2,2,13.6,31,1,1,0,0
979,50,1,5,1,2,2,5.9,65,5,2,0,0
980,37,0,5,3,2,1,9.8,56,4,1,0,0
981,29,1,2,2,4,4,4.0,60,4,2,0,0
982,64,1,0,1,3,3,16.2,4,3,2,1,0
983,18,0,3,1,4,0,9.9,84,5,2,0,1
984,43,0,5,1,1,2,1.4,17,2,2,0,0
985,31,1,4,2,4,1,9.2,47,3,1,1,0
986,55,0,3,1,1,2,9.1,39,5,2,1,0
987,54,1,5,1,4,2,2.6,67,2,1,0,0
988,28,1,0,2,1,1,6.7,55,1,1,0,1
989,53,1,4,2,2,1,19.6,3,1,2,0,0
