user_id,edad,genero,pais,tipo_plan,cursos_inscritos,cursos_completados,horas_totales_plataforma,ultima_actividad_dias,nivel_satisfaccion,uso_dispositivo,contacto_soporte,churn
1301,19,Masculino,Argentina,Anual,3,4,8.4,51,4,Móvil,0,0
1302,20,Masculino,Perú,Gratis,6,4,1.4,33,3,Móvil,0,0
1303,40,Femenino,Chile,Mensual,1,1,12.1,44,5,PC,0,0
1304,29,Otro,Ecuador,Mensual,2,1,21.8,75,3,Tablet,1,0
1305,37,Masculino,Argentina,Trimestral,4,2,11.1,3,2,Tablet,0,1
1306,22,Masculino,Colombia,Trimestral,3,3,15.6,12,2,PC,0,0
1307,54,Femenino,Colombia,Mensual,2,5,11.1,58,1,PC,0,1
1308,55,Masculino,México,Mensual,2,4,5.4,66,5,PC,1,0
1309,47,Masculino,Perú,Trimestral,2,1,7.7,52,3,PC,1,0
1310,26,Femenino,Chile,Gratis,1,1,3.1,16,4,Móvil,1,0
1311,51,Femenino,Argentina,Trimestral,3,3,6.8,70,5,PC,0,0
1312,61,Masculino,Colombia,Anual,3,2,2.4,44,2,Móvil,0,0
1313,52,Masculino,Argentina,Gratis,5,1,11.9,46,5,Móvil,0,0
1314,39,Otro,Chile,Gratis,4,2,5.4,77,4,Móvil,0,0
1315,61,Masculino,Argentina,Mensual,2,3,27.6,25,5,PC,0,0
1316,41,Masculino,Perú,Gratis,1,3,3.0,30,1,Mixto,0,0
1317,34,Masculino,México,Mensual,3,4,6.1,30,4,Móvil,0,0
1318,27,Masculino,Argentina,Trimestral,5,0,2.7,79,3,PC,0,1
1319,47,Masculino,Ecuador,Mensual,6,1,13.1,59,2,PC,0,1
1320,63,Femenino,México,Gratis,3,1,6.3,0,5,Móvil,0,0
1321,40,Masculino,Chile,Mensual,5,1,6.3,45,4,PC,0,0
1322,49,Masculino,México,Mensual,7,0,8.8,33,1,Móvil,0,1
1323,34,Femenino,Argentina,Anual,1,4,10.2,89,1,Móvil,1,1
1324,34,Femenino,Argentina,Gratis,3,0,3.3,53,3,Móvil,0,1
1325,31,Femenino,Ecuador,Mensual,5,0,6.4,58,2,PC,0,0
1326,26,Femenino,Colombia,Anual,3,3,18.5,40,1,Móvil,0,0
1327,57,Masculino,Ecuador,Mensual,2,3,8.7,50,2,PC,0,1
1328,19,Femenino,Argentina,Mensual,7,0,10.4,4,4,Móvil,1,1
1329,62,Femenino,México,Gratis,2,1,4.2,87,5,Tablet,0,0
1330,42,Otro,Ecuador,Trimestral,5,2,7.0,9,3,Móvil,0,0
1331,56,Femenino,Ecuador,Mensual,3,1,9.8,37,1,Móvil,1,1
1332,26,Otro,Colombia,Anual,3,1,7.1,34,5,Mixto,0,0
1333,39,Femenino,Argentina,Trimestral,4,2,7.0,65,1,Móvil,0,1
1334,60,Masculino,Argentina,Mensual,3,1,19.7,18,3,PC,0,0
1335,63,Femenino,Chile,Mensual,4,0,16.0,37,1,Móvil,1,1
1336,21,Otro,Colombia,Gratis,6,1,36.0,52,3,PC,0,0
1337,43,Femenino,Chile,Gratis,1,4,14.1,49,5,Móvil,0,0
1338,46,Masculino,Chile,Trimestral,3,4,11.0,77,4,PC,0,1
1339,62,Femenino,Chile,Mensual,1,0,6.2,33,3,Mixto,0,1
1340,51,Masculino,Perú,Mensual,2,3,5.6,3,4,PC,0,0
1341,40,Masculino,Chile,Trimestral,5,2,7.3,60,2,Móvil,1,0
1342,54,Masculino,Ecuador,Gratis,6,4,8.9,88,5,Tablet,0,0
1343,28,Masculino,México,Mensual,3,0,5.5,69,3,PC,0,1
1344,23,Femenino,Ecuador,Mensual,1,1,1.8,8,5,Mixto,0,0
1345,35,Masculino,Ecuador,Mensual,7,1,14.1,51,4,Móvil,0,0
1346,38,Femenino,Argentina,Anual,4,2,16.0,81,4,Móvil,0,0
1347,59,Masculino,Perú,Mensual,4,0,6.3,30,5,PC,1,1
1348,53,Masculino,Chile,Mensual,0,2,15.4,85,5,Mixto,0,1
1349,58,Masculino,Argentina,Mensual,2,2,16.3,67,4,PC,0,1
1350,55,Masculino,Colombia,Gratis,3,4,12.1,32,5,PC,0,0
1351,51,Masculino,Colombia,Mensual,2,1,7.8,58,4,PC,0,0
1352,34,Masculino,Argentina,Mensual,3,1,11.0,34,2,Móvil,0,0
1353,54,Femenino,México,Anual,0,3,14.6,12,4,Mixto,0,0
1354,42,Masculino,Argentina,Trimestral,3,0,7.9,78,1,Tablet,0,1
1355,55,Masculino,Argentina,Mensual,3,0,11.1,60,4,Móvil,0,1
1356,29,Masculino,Perú,Mensual,5,1,18.9,47,2,Móvil,0,1
1357,40,Femenino,Colombia,Gratis,2,3,7.5,37,4,PC,1,0
1358,59,Otro,Colombia,Gratis,0,2,3.9,64,5,PC,0,0
1359,39,Femenino,Chile,Mensual,1,4,25.3,53,2,PC,0,0
1360,38,Masculino,Ecuador,Mensual,3,7,7.3,30,3,Móvil,0,0
1361,44,Masculino,Argentina,Gratis,2,2,12.3,48,4,Tablet,0,0
1362,48,Otro,Argentina,Mensual,5,0,11.4,80,5,PC,1,0
1363,23,Masculino,México,Trimestral,3,2,15.5,21,3,Tablet,0,0
1364,44,Masculino,Colombia,Gratis,3,1,4.1,28,3,PC,0,0
1365,57,Masculino,México,Trimestral,5,4,19.9,64,3,PC,0,0
1366,51,Masculino,Perú,Gratis,2,1,1.7,47,1,PC,1,0
1367,29,Masculino,Chile,Mensual,2,0,1.9,65,5,Móvil,0,0
1368,62,Femenino,México,Trimestral,2,2,6.0,24,1,PC,1,0
1369,24,Masculino,Colombia,Mensual,2,1,12.3,20,5,PC,0,0
1370,27,Femenino,Perú,Anual,3,1,7.4,25,5,PC,0,0
1371,62,Masculino,Argentina,Gratis,2,1,3.2,0,2,Móvil,0,1
1372,34,Masculino,Perú,Mensual,5,2,8.5,31,3,PC,0,0
1373,43,Otro,Ecuador,Mensual,4,1,11.8,72,4,PC,0,0
1374,38,Masculino,México,Mensual,1,0,5.3,45,2,Móvil,0,0
1375,45,Femenino,Colombia,Trimestral,3,3,15.4,4,4,Tablet,0,0
1376,63,Femenino,México,Trimestral,3,3,13.1,39,3,PC,1,0
1377,19,Masculino,Argentina,Trimestral,3,0,9.5,16,5,PC,0,0
1378,60,Otro,Argentina,Gratis,1,5,18.3,52,2,Tablet,0,0
1379,18,Masculino,Colombia,Mensual,3,1,9.5,82,1,PC,0,0
1380,53,Femenino,Ecuador,Mensual,2,3,8.7,28,5,Tablet,0,0
1381,43,Masculino,Chile,Mensual,6,2,15.1,75,1,Móvil,0,1
1382,46,Femenino,Perú,Anual,4,0,2.3,7,5,PC,0,0
1383,38,Masculino,Perú,Gratis,3,2,6.7,42,5,Tablet,1,0
1384,28,Femenino,Argentina,Mensual,1,1,1.9,14,3,Mixto,0,0
1385,57,Femenino,México,Mensual,5,1,10.2,33,2,Móvil,0,1
1386,28,Otro,México,Trimestral,5,1,6.0,89,4,Móvil,0,0
1387,53,Otro,Ecuador,Anual,6,3,6.7,34,3,Móvil,1,0
1388,56,Femenino,Chile,Mensual,5,2,1.1,32,4,PC,1,0
1389,57,Femenino,México,Gratis,5,3,11.2,20,5,Móvil,1,0
1390,52,Masculino,Perú,Mensual,2,4,7.0,18,1,PC,1,0
1391,51,Masculino,México,Mensual,4,1,3.5,0,4,Tablet,0,0
1392,64,Masculino,Chile,Anual,4,0,12.5,50,1,Móvil,0,1
1393,41,Masculino,Perú,Mensual,2,6,9.9,32,4,Móvil,0,0
1394,39,Masculino,México,Mensual,3,2,18.2,25,1,Tablet,0,1
1395,22,Femenino,Perú,Mensual,5,3,6.2,41,3,PC,0,0
1396,50,Masculino,Argentina,Mensual,0,0,11.0,53,4,Móvil,0,0
1397,53,Femenino,Argentina,Trimestral,3,2,5.1,44,3,PC,0,0
1398,64,Masculino,Ecuador,Gratis,1,4,3.4,26,3,PC,0,0
1399,37,Masculino,Argentina,Mensual,3,3,2.5,50,1,Móvil,0,1
1400,36,Femenino,México,Anual,1,2,8.0,27,4,Móvil,0,0
1401,52,Femenino,Chile,Gratis,2,2,16.4,83,4,Mixto,0,1
1402,60,Femenino,Perú,Trimestral,4,1,18.4,7,2,PC,0,1
1403,34,Femenino,Colombia,Mensual,3,1,12.2,89,1,Móvil,0,1
1404,62,Masculino,Argentina,Mensual,3,0,11.8,30,4,Móvil,1,0
1405,60,Femenino,Argentina,Gratis,2,4,7.8,4,5,Móvil,0,0
1406,51,Masculino,Colombia,Mensual,2,1,23.6,10,2,Tablet,1,0
1407,26,Masculino,Colombia,Mensual,4,2,5.9,84,4,PC,0,1
1408,43,Masculino,México,Gratis,1,1,10.7,71,1,Móvil,0,1
1409,19,Masculino,Perú,Mensual,4,1,9.2,25,5,Móvil,0,0
1410,26,Masculino,Argentina,Gratis,2,1,22.6,59,4,Mixto,1,0
1411,26,Otro,Chile,Mensual,2,3,15.8,45,3,PC,0,0
1412,57,Otro,México,Anual,3,0,15.1,11,3,Móvil,0,0
1413,34,Masculino,México,Gratis,2,3,10.1,12,5,Tablet,0,0
1414,18,Masculino,Chile,Gratis,4,2,19.1,73,5,Móvil,0,1
1415,42,Masculino,Chile,Trimestral,0,2,7.6,7,5,Móvil,0,0
1416,60,Masculino,Ecuador,Mensual,1,1,13.7,41,5,Móvil,0,0
1417,57,Otro,Chile,Gratis,5,2,13.9,64,1,Móvil,0,1
1418,59,Masculino,Colombia,Mensual,3,4,17.0,8,3,PC,1,0
1419,42,Femenino,Argentina,Gratis,3,2,1.6,3,4,Móvil,1,0
1420,56,Masculino,Ecuador,Gratis,1,2,1.4,54,4,Móvil,0,0
1421,52,Otro,Colombia,Anual,1,2,3.7,84,3,Móvil,1,0
1422,20,Masculino,Ecuador,Trimestral,4,2,10.3,70,4,Tablet,0,1
1423,54,Femenino,Argentina,Mensual,4,1,9.5,54,3,Móvil,0,0
1424,61,Masculino,Ecuador,Gratis,6,2,3.5,56,2,PC,1,0
1425,61,Femenino,Colombia,Gratis,1,3,10.8,56,3,PC,0,0
1426,47,Masculino,Perú,Trimestral,2,4,18.4,38,4,Mixto,0,0
1427,55,Masculino,Argentina,Gratis,8,1,19.3,27,2,Mixto,0,0
1428,51,Otro,México,Mensual,2,1,12.5,25,4,Mixto,0,0
1429,29,Otro,Argentina,Gratis,4,2,7.0,72,1,PC,0,1
1430,36,Femenino,Argentina,Mensual,5,1,6.9,69,4,PC,1,0
1431,54,Femenino,Argentina,Gratis,3,2,3.3,21,2,Móvil,0,0
1432,61,Femenino,Perú,Mensual,4,2,20.4,72,3,Tablet,0,0
1433,34,Masculino,Colombia,Trimestral,2,3,8.6,44,4,PC,0,0
1434,27,Masculino,México,Mensual,1,2,12.1,14,3,Móvil,0,0
1435,64,Masculino,Colombia,Gratis,2,2,6.2,64,4,Móvil,0,1
1436,29,Femenino,Ecuador,Trimestral,1,1,10.1,17,5,PC,0,0
1437,33,Masculino,Ecuador,Gratis,3,2,3.0,10,4,Mixto,1,0
1438,41,Masculino,Ecuador,Mensual,0,5,13.3,3,5,Móvil,0,0
1439,36,Femenino,Colombia,Mensual,6,0,12.4,33,4,PC,0,0
1440,25,Femenino,Chile,Gratis,3,1,19.2,47,4,Mixto,0,0
1441,48,Masculino,Perú,Mensual,2,3,7.7,82,5,Mixto,0,1
1442,38,Masculino,Chile,Trimestral,5,3,17.7,47,1,PC,0,0
1443,34,Masculino,Ecuador,Anual,6,1,6.7,75,3,PC,0,1
1444,40,Masculino,Perú,Mensual,2,1,4.9,39,2,Móvil,0,0
1445,54,Masculino,Colombia,Gratis,2,2,4.5,58,4,Móvil,1,0
1446,33,Femenino,Ecuador,Mensual,4,3,2.0,47,2,PC,0,0
1447,23,Femenino,Colombia,Mensual,3,0,17.9,40,1,PC,0,0
1448,25,Femenino,Perú,Mensual,2,4,13.4,21,4,PC,0,0
1449,42,Masculino,Colombia,Mensual,3,1,1.2,63,5,Móvil,0,1
1450,35,Femenino,Colombia,Mensual,4,4,4.5,75,5,PC,0,0
1451,42,Masculino,México,Gratis,1,1,15.2,48,4,PC,0,0
1452,29,Femenino,Chile,Gratis,1,5,5.0,54,5,PC,0,0
1453,32,Femenino,Chile,Mensual,2,0,15.6,14,1,PC,0,0
1454,43,Masculino,Chile,Mensual,8,3,26.8,3,3,Móvil,1,0
1455,58,Masculino,Argentina,Anual,6,0,9.4,7,3,Mixto,1,1
1456,62,Femenino,México,Mensual,3,5,6.6,59,1,PC,0,0
1457,43,Masculino,Ecuador,Trimestral,7,1,22.7,89,5,PC,0,1
1458,64,Femenino,Ecuador,Trimestral,4,2,7.8,2,3,PC,0,0
1459,49,Masculino,Ecuador,Trimestral,3,1,15.1,6,5,Móvil,0,0
1460,27,Femenino,Chile,Gratis,5,0,3.8,78,5,Móvil,0,0
1461,33,Masculino,Chile,Anual,6,2,11.4,83,2,Mixto,0,0
1462,24,Masculino,México,Gratis,3,5,3.3,16,3,Móvil,0,0
1463,34,Femenino,Colombia,Gratis,3,1,2.8,9,5,Móvil,1,0
1464,40,Masculino,Chile,Mensual,3,2,3.5,79,2,PC,0,1
1465,43,Masculino,Ecuador,Gratis,3,1,9.4,25,1,Tablet,0,0
1466,38,Masculino,Colombia,Gratis,2,2,11.1,21,3,Móvil,1,0
1467,39,Masculino,Chile,Gratis,2,2,9.6,14,1,PC,0,0
1468,24,Masculino,Perú,Gratis,2,1,10.2,57,1,Móvil,0,0
1469,31,Masculino,Argentina,Mensual,2,0,10.9,59,4,Móvil,0,0
1470,32,Otro,Chile,Gratis,1,2,8.6,75,3,Móvil,0,1
1471,24,Masculino,Perú,Mensual,6,1,3.8,38,1,PC,0,0
1472,26,Femenino,México,Anual,4,4,19.8,2,1,Mixto,0,0
1473,25,Masculino,Perú,Mensual,2,1,10.3,59,1,Móvil,1,0
1474,40,Masculino,México,Mensual,2,1,2.2,52,5,Tablet,0,0
1475,46,Otro,Chile,Anual,1,1,6.7,23,3,PC,0,0
1476,35,Masculino,México,Gratis,3,4,11.2,54,3,PC,0,0
1477,48,Otro,Perú,Mensual,3,0,5.3,1,3,PC,0,0
1478,47,Masculino,Argentina,Trimestral,3,0,7.0,67,3,Móvil,0,1
1479,56,Femenino,Colombia,Anual,4,3,9.1,22,3,PC,1,0
1480,52,Femenino,Colombia,Mensual,6,0,13.4,58,1,PC,1,0
1481,35,Femenino,Argentina,Gratis,2,5,20.7,56,2,Mixto,0,1
1482,59,Femenino,Ecuador,Anual,2,2,1.5,86,4,Móvil,0,0
1483,56,Femenino,Colombia,Gratis,2,1,12.1,71,3,Mixto,0,0
1484,34,Masculino,Chile,Mensual,4,2,8.8,41,5,Móvil,0,0
1485,31,Masculino,Ecuador,Mensual,1,2,6.5,11,2,Tablet,0,0
1486,48,Otro,Chile,Mensual,3,2,19.6,72,5,PC,0,0
1487,41,Masculino,Perú,Trimestral,4,2,9.4,74,1,PC,0,0
1488,52,Masculino,Perú,Trimestral,4,2,4.2,0,4,Tablet,0,0
1489,61,Femenino,Ecuador,Trimestral,5,1,6.4,53,1,Móvil,1,0
1490,62,Masculino,Ecuador,Gratis,3,2,10.6,42,1,PC,0,1
1491,51,Otro,Ecuador,Mensual,2,2,2.0,61,3,Mixto,1,0
1492,20,Femenino,Ecuador,Trimestral,2,1,9.7,14,5,PC,0,0
1493,54,Femenino,México,Mensual,4,1,5.1,6,3,PC,0,0
1494,60,Femenino,Ecuador,Anual,2,0,3.4,27,1,Móvil,1,1
1495,57,Masculino,Ecuador,Trimestral,4,1,10.8,5,4,Móvil,1,0
1496,43,Masculino,Perú,Mensual,0,1,3.9,19,2,PC,0,1
1497,40,Femenino,Chile,Gratis,2,3,22.7,87,1,Móvil,0,0
1498,61,Masculino,Perú,Mensual,2,3,9.1,41,1,Móvil,0,0
1499,56,Femenino,Colombia,Anual,3,0,13.2,37,1,Móvil,0,0
1500,32,Otro,México,Mensual,0,4,2.3,61,5,Tablet,1,0
1501,21,Masculino,México,Trimestral,3,4,0.3,75,2,PC,1,1
1502,46,Masculino,Chile,Mensual,4,0,10.3,2,4,PC,0,0
1503,39,Otro,Ecuador,Mensual,3,1,4.9,27,1,Móvil,0,0
1504,42,Masculino,Perú,Mensual,6,2,8.7,11,2,Móvil,0,0
1505,30,Femenino,Colombia,Mensual,2,1,21.6,79,1,PC,0,0
1506,35,Masculino,Perú,Trimestral,5,0,13.2,43,2,Tablet,1,1
1507,50,Otro,Ecuador,Gratis,4,2,9.4,14,2,Móvil,0,0
1508,33,Femenino,Ecuador,Gratis,1,1,1.5,54,5,Móvil,1,0
1509,62,Femenino,Argentina,Trimestral,6,3,14.4,84,5,PC,1,0
1510,59,Femenino,Perú,Gratis,4,3,17.4,81,2,Tablet,0,1
1511,61,Masculino,Chile,Mensual,5,0,37.2,47,3,PC,0,0
1512,19,Masculino,Perú,Gratis,3,3,9.3,5,1,Móvil,0,0
1513,52,Femenino,México,Gratis,3,3,4.8,63,5,Mixto,1,1
1514,59,Masculino,Colombia,Mensual,2,2,14.2,80,2,PC,0,1
1515,51,Femenino,Chile,Trimestral,3,3,31.3,86,3,PC,0,0
1516,47,Otro,Argentina,Gratis,3,3,6.5,34,2,Móvil,1,1
1517,30,Femenino,Colombia,Gratis,1,1,9.3,81,4,Tablet,0,0
1518,30,Femenino,Colombia,Gratis,6,3,1.9,10,2,Móvil,1,0
1519,35,Femenino,México,Mensual,1,2,17.1,22,4,Mixto,0,0
1520,49,Femenino,México,Gratis,2,1,7.3,56,5,Tablet,0,0
1521,49,Masculino,México,Mensual,5,3,5.7,80,5,Móvil,0,1
1522,52,Masculino,Chile,Trimestral,2,2,13.0,69,2,Móvil,0,0
1523,56,Masculino,Perú,Mensual,5,6,3.8,87,5,PC,0,1
1524,63,Femenino,Colombia,Gratis,2,4,8.4,36,2,Móvil,1,1
1525,46,Femenino,Perú,Mensual,2,2,0.2,62,2,Tablet,0,1
1526,46,Femenino,Perú,Anual,2,2,3.4,79,4,Móvil,0,1
1527,61,Masculino,México,Mensual,2,1,16.9,28,1,PC,0,0
1528,33,Femenino,Perú,Mensual,2,8,1.4,41,2,Móvil,0,0
1529,61,Masculino,Colombia,Mensual,2,2,11.3,27,1,Tablet,1,0
1530,64,Femenino,Colombia,Gratis,2,2,6.7,15,3,Móvil,0,0
1531,27,Femenino,Ecuador,Mensual,2,0,3.8,66,5,PC,0,1
1532,47,Masculino,Argentina,Trimestral,3,1,7.1,87,3,Móvil,0,1
1533,42,Masculino,Chile,Mensual,2,4,9.1,17,3,PC,1,0
1534,56,Femenino,Perú,Mensual,1,3,3.3,47,2,PC,1,1
1535,37,Femenino,Chile,Mensual,1,5,4.3,16,3,Móvil,0,0
1536,22,Masculino,Chile,Gratis,1,3,2.3,73,2,PC,0,1
1537,18,Otro,Chile,Gratis,6,6,4.8,24,5,Móvil,0,0
1538,47,Femenino,Ecuador,Trimestral,3,0,5.3,47,5,PC,1,1
1539,20,Otro,Chile,Anual,1,2,11.5,86,3,PC,0,0
1540,62,Masculino,Ecuador,Trimestral,4,2,15.2,49,2,Móvil,1,0
1541,31,Femenino,Colombia,Anual,4,1,25.0,18,4,Móvil,0,0
1542,47,Femenino,Perú,Mensual,2,2,9.2,73,4,Móvil,0,1
1543,21,Femenino,Ecuador,Gratis,6,4,6.6,74,1,Móvil,1,1
1544,35,Femenino,Argentina,Mensual,4,3,4.7,40,1,Mixto,0,0
1545,54,Masculino,Chile,Gratis,1,3,4.5,4,1,PC,0,0
1546,42,Masculino,Argentina,Trimestral,6,1,20.0,5,3,Mixto,1,0
1547,18,Masculino,Colombia,Anual,3,2,14.8,2,2,Móvil,1,0
1548,63,Masculino,Colombia,Trimestral,2,2,21.8,44,1,Móvil,0,0
1549,32,Masculino,México,Mensual,2,2,12.0,74,2,Móvil,0,0
1550,26,Masculino,Chile,Gratis,2,0,8.1,60,3,Tablet,0,1
1551,32,Otro,México,Gratis,4,3,8.7,47,2,Tablet,0,0
1552,41,Masculino,Argentina,Mensual,4,3,7.1,23,2,PC,0,0
1553,21,Femenino,Perú,Mensual,3,1,1.9,47,3,PC,1,0
1554,29,Femenino,México,Mensual,5,3,2.6,25,4,PC,1,0
1555,54,Femenino,Colombia,Anual,2,0,25.0,48,2,Mixto,0,0
1556,54,Masculino,Chile,Trimestral,2,4,10.3,89,2,Móvil,0,1
1557,60,Femenino,Argentina,Gratis,4,1,0.5,87,5,PC,0,0
1558,23,Femenino,Ecuador,Gratis,3,3,13.9,54,5,Móvil,1,0
1559,56,Femenino,Colombia,Mensual,3,1,6.8,3,1,Móvil,0,0
1560,63,Femenino,Ecuador,Gratis,3,1,13.0,48,1,PC,1,1
1561,41,Otro,Perú,Trimestral,3,3,3.2,73,3,PC,0,1
1562,28,Femenino,Chile,Mensual,3,0,6.6,43,3,PC,1,0
1563,30,Masculino,Perú,Gratis,3,2,8.5,28,5,Móvil,0,0
1564,51,Femenino,Perú,Mensual,3,1,8.6,25,5,PC,0,0
1565,42,Masculino,Chile,Mensual,2,4,7.6,82,1,PC,0,1
1566,24,Femenino,Chile,Trimestral,2,5,9.1,84,5,PC,0,0
1567,21,Masculino,Ecuador,Gratis,2,2,3.1,82,2,Móvil,0,0
1568,25,Masculino,Perú,Trimestral,3,1,6.4,60,2,Móvil,0,0
1569,37,Femenino,Argentina,Mensual,3,0,12.2,39,5,Mixto,0,0
1570,46,Femenino,Ecuador,Trimestral,5,2,8.1,18,3,PC,1,0
1571,62,Masculino,Chile,Gratis,3,0,10.1,81,1,PC,0,1
1572,63,Femenino,Colombia,Mensual,2,2,4.8,13,2,Tablet,0,0
1573,27,Femenino,Ecuador,Mensual,5,1,2.5,34,3,Móvil,0,0
1574,60,Masculino,México,Mensual,1,2,12.9,81,5,Tablet,0,0
1575,51,Femenino,Argentina,Trimestral,2,1,8.4,18,1,PC,0,0
1576,43,Masculino,Ecuador,Mensual,5,5,9.4,88,1,PC,0,1
1577,58,Femenino,Chile,Trimestral,3,6,19.0,78,3,Móvil,0,0
1578,20,Femenino,Chile,Gratis,2,2,3.6,2,3,Mixto,0,0
1579,23,Masculino,Argentina,Trimestral,3,5,27.3,86,3,Móvil,0,1
1580,22,Masculino,México,Gratis,2,4,4.0,49,5,Móvil,0,0
1581,22,Masculino,Ecuador,Trimestral,2,2,7.4,11,5,Móvil,0,0
1582,64,Femenino,Ecuador,Anual,3,0,4.4,53,3,Móvil,0,0
1583,40,Femenino,Perú,Mensual,2,4,4.0,64,5,PC,0,1
1584,26,Femenino,Colombia,Mensual,6,3,6.2,9,1,Móvil,0,0
1585,52,Masculino,Chile,Mensual,2,1,8.5,26,4,Móvil,0,0
1586,37,Masculino,Ecuador,Gratis,4,2,11.0,75,5,PC,0,0
1587,59,Masculino,Ecuador,Mensual,2,2,7.8,67,1,PC,0,1
1588,52,Masculino,Ecuador,Mensual,5,1,16.5,20,4,Móvil,0,0
1589,35,Femenino,México,Trimestral,0,2,2.5,19,4,Móvil,0,0
1590,34,Femenino,Colombia,Trimestral,3,0,7.8,16,3,Móvil,0,0
1591,41,Femenino,Ecuador,Trimestral,2,2,18.2,45,3,Tablet,0,0
1592,20,Masculino,Argentina,Mensual,2,1,19.3,33,1,PC,0,0
1593,49,Otro,Chile,Trimestral,2,2,6.1,77,3,Mixto,0,0
1594,52,Femenino,Perú,Mensual,2,2,1.3,9,4,Móvil,0,0
1595,55,Otro,Argentina,Mensual,2,3,6.9,19,1,PC,0,1
1596,30,Femenino,Chile,Mensual,2,1,10.4,63,1,PC,1,1
1597,64,Masculino,México,Anual,3,2,0.9,61,1,Móvil,0,1
1598,42,Masculino,Colombia,Trimestral,2,0,8.4,78,3,PC,1,0
1599,26,Femenino,Colombia,Mensual,3,3,31.0,38,3,PC,0,0
1600,21,Masculino,Chile,Trimestral,5,3,2.7,61,3,PC,0,1
1601,31,Masculino,Argentina,Mensual,3,3,10.2,78,5,Móvil,0,0
1602,54,Femenino,Perú,Trimestral,0,6,3.0,82,5,Móvil,0,1
1603,51,Femenino,México,Mensual,3,2,1.6,89,5,PC,1,0
1604,28,Femenino,Chile,Gratis,3,2,9.3,11,1,Mixto,0,1
1605,58,Masculino,México,Mensual,4,4,1.5,23,3,PC,0,0
1606,20,Masculino,Colombia,Mensual,5,6,21.0,52,5,PC,0,0
1607,45,Femenino,Ecuador,Mensual,2,2,3.8,32,1,Móvil,1,0
1608,46,Otro,Ecuador,Mensual,1,1,6.8,68,4,Mixto,1,1
1609,26,Femenino,Perú,Mensual,2,1,21.1,72,5,PC,0,0
1610,20,Otro,México,Trimestral,0,0,7.7,77,1,Mixto,0,1
1611,42,Femenino,Chile,Trimestral,3,2,18.6,45,2,Móvil,1,1
1612,51,Femenino,Perú,Mensual,1,3,16.4,88,5,Móvil,0,0
1613,29,Masculino,Argentina,Anual,5,1,0.3,6,4,Móvil,0,0
1614,59,Femenino,Ecuador,Mensual,3,4,0.8,42,1,Móvil,0,0
1615,26,Femenino,Chile,Trimestral,2,2,0.9,6,5,Móvil,0,0
1616,32,Femenino,México,Mensual,2,3,6.9,60,5,PC,0,0
1617,57,Femenino,Perú,Gratis,6,0,4.9,31,2,PC,0,0
1618,42,Femenino,Chile,Gratis,4,4,14.2,84,1,Móvil,0,1
1619,22,Masculino,Perú,Trimestral,4,2,5.6,58,1,Tablet,0,0
1620,28,Femenino,Perú,Mensual,3,2,18.7,78,1,Móvil,0,1
1621,51,Masculino,Perú,Trimestral,3,3,26.5,29,3,Móvil,0,0
1622,41,Femenino,México,Mensual,1,2,9.6,3,2,Móvil,0,0
1623,32,Masculino,Chile,Mensual,1,1,2.6,33,1,PC,0,0
1624,55,Masculino,Colombia,Gratis,1,1,6.3,8,2,Móvil,0,0
1625,25,Masculino,Colombia,Trimestral,0,3,12.0,59,3,Tablet,1,0
1626,22,Femenino,México,Gratis,3,2,1.6,75,1,PC,0,0
1627,43,Masculino,México,Trimestral,2,2,7.0,23,2,PC,0,0
1628,35,Masculino,Ecuador,Mensual,2,1,4.5,54,2,PC,0,1
1629,23,Femenino,Perú,Trimestral,1,4,7.7,28,3,PC,0,0
1630,54,Masculino,Chile,Gratis,3,2,2.4,53,2,PC,0,0
1631,30,Otro,Chile,Gratis,2,6,3.1,50,3,Mixto,1,0
1632,45,Otro,Argentina,Mensual,1,2,8.9,21,5,PC,1,0
1633,22,Femenino,Argentina,Mensual,3,4,4.1,19,2,PC,0,0
1634,30,Masculino,Colombia,Gratis,7,2,15.0,36,3,PC,0,0
1635,34,Femenino,Argentina,Anual,1,1,29.5,50,4,Mixto,0,0
1636,57,Masculino,Argentina,Gratis,2,4,2.4,72,1,PC,1,1
1637,62,Femenino,Colombia,Mensual,2,2,21.0,85,1,Tablet,0,1
1638,49,Masculino,Ecuador,Gratis,4,2,19.0,49,1,PC,1,0
1639,46,Otro,Colombia,Mensual,3,1,10.0,79,3,PC,0,1
1640,20,Masculino,Argentina,Mensual,3,2,8.1,65,3,PC,1,1
1641,57,Femenino,Chile,Gratis,2,5,5.6,61,1,PC,0,1
1642,51,Femenino,Argentina,Trimestral,4,1,13.7,43,3,Móvil,1,0
1643,57,Femenino,Perú,Mensual,6,1,3.9,22,2,PC,1,1
1644,44,Masculino,Perú,Trimestral,3,2,30.4,10,2,Tablet,0,0
1645,30,Otro,Perú,Gratis,5,2,2.9,53,2,PC,1,0
1646,62,Femenino,Ecuador,Mensual,3,2,43.2,54,5,Mixto,1,0
1647,50,Femenino,México,Gratis,3,4,16.5,60,1,Móvil,0,0
1648,23,Masculino,Perú,Trimestral,1,2,9.6,51,4,PC,0,0
1649,41,Femenino,Chile,Mensual,4,3,2.7,21,1,PC,0,0
1650,36,Masculino,Ecuador,Trimestral,2,2,8.7,2,2,Móvil,0,1
1651,33,Masculino,México,Mensual,7,2,14.4,75,1,Móvil,0,1
